,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,HasGarage,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_NoGarage,GarageCond_Po,GarageCond_TA,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasbsmt,hasfireplace,SalePrice
632,4,4.454347296,9.384377709,0,3,2,7,4,32,32,5.347107531,3,4,3,3,3,1,5,6.712956201,1,0,6.336825731,7.23489842,3,1,7.252762418,0,0,7.252762418,0,0,2,0,3,0.693147181,3,6,7,1,3,32,3,2,544,3,2,5.262690189,0,0,0,0,0,0,0,4,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3954,14.48766084,13.96571862,2,5.262690189,0,0,1,1,82500
633,4,4.394449155,9.132486933,0,3,2,5,6,53,2,0,3,3,3,3,3,1,4,6.17586727,2,6.150602768,4.691347882,6.963189986,3,1,6.963189986,0,0,6.963189986,0,0.693147181,1,0,3,0.693147181,3,6,7,0,0,53,1,1,260,3,2,5.96870756,0,0,0,0,0,0,0,7,2007,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3959,13.92637997,19.28966002,1.34657359,5.96870756,0,0,1,0,139400
634,14,4.17438727,8.850804196,0,3,2,6,4,30,30,0,3,3,3,3,3,1,6,6.963189986,1,0,0,6.963189986,4,1,6.963189986,0,0,6.963189986,2,0,0,0,0,1.098612289,3,4,7,0,0,30,1,2,576,3,2,5.579729826,4.043051268,0,0,0,0,4,6.398594935,6,2010,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3960,13.92637997,13.92637997,2,9.622781094,0,0,1,0,144000
636,5,3.951243719,8.719480761,0,3,2,2,2,73,59,0,2,2,2,3,2,1,1,0,1,0,5.579729826,5.579729826,2,0,6.685860947,0,0,6.685860947,0,0,1,0,1,0.693147181,2,4,3,1,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3886,12.26559077,6.685860947,1,0,0,0,1,1,60000
637,3,3.931825633,8.699681401,0,3,2,5,3,55,55,0,3,3,3,3,3,1,1,0,1,0,6.69950034,6.69950034,3,1,6.69950034,6.357842267,0,7.235619141,0,0,2,0,3,1.098612289,4,7,7,0,0,55,1,1,256,3,2,0,0,0,0,0,0,0,0,11,2009,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3908,19.75684295,13.05734261,2,0,0,1,1,0,93000
638,5,4.219507705,9.08000387,0,3,2,5,6,98,58,0,3,3,3,2,3,1,1,0,1,0,6.680854679,6.680854679,4,1,6.680854679,0,0,6.680854679,0,0,1,0,2,0.693147181,3,4,7,0,0,2008,0,0,0,0,1,5.796057751,0,5.105945474,0,0,0,2,0,5,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3860,13.36170936,6.680854679,1,10.90200322,0,0,1,0,85000
639,0,3.988984047,8.289790583,0,3,2,8,4,0,0,0,4,3,5,4,4,3,6,7.051855623,1,0,5.905361848,7.327123292,5,1,7.357556201,0,0,7.357556201,1,0,2,0,1,0.693147181,5,7,7,1,4,0,3,3,648,3,2,5.746203191,0,0,0,0,0,0,0,10,2006,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4012,14.68467949,14.40941182,3,5.746203191,0,0,1,1,264561
640,0,4.143134726,9.447623487,0,2,2,8,4,5,4,6.159095388,5,3,5,5,3,4,6,7.105786129,1,0,5.707110265,7.325807503,5,1,7.325807503,0,0,7.325807503,0,0,1,1,1,0.693147181,5,6,7,1,4,5,2,2,588,3,2,5.225746674,4.94875989,0,0,0,0,0,0,4,2008,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4007,14.65161501,14.43159363,1.5,10.17450656,0,0,1,1,274000
641,9,4.310799125,8.86092473,0,3,2,7,4,6,6,0,4,3,5,4,3,1,6,6.605297921,1,0,5.768320996,6.964135612,5,1,6.964135612,6.771935556,0,7.565275282,1,0,2,1,3,0.693147181,4,7,7,1,3,6,3,2,650,3,2,0,5.463831805,0,0,0,0,0,0,5,2007,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4002,20.70020678,20.34136909,3.5,5.463831805,0,1,1,1,226000
642,12,4.33073334,9.53683442,0,3,2,8,6,37,14,0,4,3,3,4,3,4,6,7.252053952,1,0,6.29710932,7.577121931,4,1,7.601402335,6.558197803,0,7.902857191,1,0,2,1,4,0.693147181,5,9,7,3,3,37,3,2,538,3,2,5.598421959,4.718498871,0,0,0,0,2,0,7,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3967,21.73672207,21.41165409,3.5,10.31692083,0,1,1,1,345000
643,9,4.394449155,9.286745703,0,3,2,5,4,38,38,5.575949103,3,3,3,3,3,1,3,6.202535517,4,5.66296048,0,6.66057515,5,1,6.66057515,6.73459166,0,7.390798522,0,0,2,1,4,0.693147181,3,7,6,0,0,38,3,2,462,3,2,5.342334252,0,0,0,0,0,3,0,4,2007,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3938,20.05574196,25.26066281,2.5,5.342334252,0,1,1,0,152000
644,4,4.454347296,9.125653564,0,3,2,9,4,0,0,5.093750201,5,3,5,5,3,2,6,7.022868086,1,0,6.470799504,7.477038472,5,1,7.477038472,0,0,7.477038472,1,0,2,1,2,0.693147181,5,7,7,1,4,0,3,3,478,3,2,5.278114659,4.875197323,0,0,0,0,0,0,10,2009,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4018,14.95407694,14.49990656,3.5,10.15331198,0,0,1,1,370878
645,4,4.304065093,9.262078567,0,2,2,6,4,36,36,0,3,3,3,3,3,1,5,5.645446898,2,3.583518938,6.499787041,6.889591308,3,1,6.889591308,0,0,6.889591308,1,0,1,1,3,0.693147181,3,5,7,0,0,28,1,2,576,3,2,0,5.746203191,3.713572067,0,0,0,0,0,3,2007,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3942,13.77918262,16.11855714,2.5,9.459775257,0,0,1,0,143250
646,4,4.110873864,8.881975184,0,3,2,5,4,58,58,0,3,3,3,0,0,0,0,0,0,0,0,0,4,1,6.955592608,0,0,6.955592608,0,0,1,0,3,0.693147181,3,7,6,0,0,58,1,2,420,3,2,0,3.33220451,0,0,0,0,0,0,7,2008,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3900,6.955592608,6.955592608,1,3.33220451,0,0,0,0,98300
647,4,4.454347296,9.254644298,0,2,2,6,4,55,55,5.379897354,3,3,3,3,3,2,3,6.216606101,1,0,6.388561406,6.998509642,5,1,6.998509642,0,0,6.998509642,0,0,1,0,3,0.693147181,3,5,7,2,4,55,2,2,495,3,2,0,0,0,0,5.66296048,0,0,0,6,2008,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3906,13.99701928,13.21511574,1,5.66296048,0,0,1,1,155000
648,9,4.262679877,8.94910547,0,3,2,6,4,44,44,5.863631176,3,3,3,3,3,1,1,0,1,0,6.629363253,6.629363253,3,1,6.958448393,6.670766321,0,7.517520851,0,0,1,1,4,0.693147181,3,7,7,1,3,44,1,2,442,3,2,0,4.828313737,5.379897354,0,0,0,0,0,6,2010,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3932,20.25857797,13.62921471,1.5,10.20821109,0,1,1,1,155000
649,2,3.091042453,7.568895663,0,3,2,4,5,37,37,0,3,3,3,4,3,3,4,4.882801923,6,6.214608098,0,6.447305863,4,1,6.447305863,0,0,6.447305863,1,0,1,0,1,0.693147181,3,3,7,0,0,2007,0,0,0,0,2,0,0,0,0,0,0,2,0,12,2007,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3940,12.89461173,17.54471588,2,0,0,0,1,0,84500
650,9,4.189654742,9.002824077,0,3,2,7,5,1,1,4.650958341,4,3,5,4,3,1,1,0,1,0,6.701960366,6.701960366,5,1,6.712956201,6.738152495,0,7.418180823,0,0,2,1,3,0.693147181,4,7,7,0,0,1,2,2,562,3,2,0,0,0,0,0,0,0,0,5,2008,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4014,20.15306906,13.4511087,2.5,0,0,1,1,0,205950
651,10,4.110873864,9.114379981,0,3,2,4,4,69,59,0,3,3,3,3,3,2,1,0,1,0,6.628041376,6.628041376,3,1,6.628041376,6.628041376,0,7.320526962,1,0,1,0,4,0.693147181,3,7,7,1,4,69,1,1,296,2,1,4.795790546,0,0,0,0,0,2,0,10,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3890,19.88412413,13.25608275,2,4.795790546,0,1,1,1,108000
652,9,4.262679877,9.076923259,0,3,2,7,4,13,13,0,4,3,5,4,3,1,1,0,1,0,6.781057626,6.781057626,5,1,6.8134446,6.694562059,0,7.448333861,0,0,2,1,2,0.693147181,4,7,7,1,3,13,2,2,512,3,2,0,4.795790546,0,0,0,0,0,0,7,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3992,20.28906428,13.50800666,2.5,4.795790546,0,1,1,1,191000
653,8,4.110873864,9.241935934,1,3,2,6,6,102,13,0,3,3,3,3,3,1,1,0,1,0,6.629363253,6.629363253,5,1,6.629363253,6.570882962,0,7.29301768,0,0,1,0,3,0.693147181,3,7,7,0,0,102,1,1,216,3,2,4.060443011,0,5.480638923,0,0,0,2,0,6,2008,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3901,19.82960947,13.20024622,1,9.541081934,0,1,1,0,135000
654,4,4.521788577,9.253208272,0,2,2,8,5,13,13,6.49375384,4,4,5,4,3,4,6,7.436617265,1,0,6.025865974,7.654443226,5,1,7.656337166,0,0,7.656337166,1,0,2,1,2,0.693147181,4,7,7,1,3,13,3,3,839,3,2,5.468060141,3.850147602,0,0,0,0,0,0,8,2008,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3990,15.31078039,15.09295443,3.5,9.318207743,0,0,1,1,350000
